date,year,month,day,day_of_week,day_name,is_weekend,is_extended_weekend,tithi_num,tithi_name,is_ekadashi,is_pournami,is_amavasya,is_purattasi_season,is_purattasi_saturday,is_karthika_masam,is_major_festival,festival_name,is_eclipse_day,is_exam_season,is_summer_vacation,is_public_holiday,holiday_count,holiday_names,pilgrim_count,compartments_filled,sarva_darshan_wait_hours,sed_wait_hours,divya_darshan_wait_hours,hundi_crores,tonsures,laddus_distributed,rush_level
2020-02-05,2020,2,5,2,Wednesday,0,0,12,Dwadashi (Shukla),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48028,2,4.0,1.5,3.5,3.71,19211,211323,LOW
2020-02-06,2020,2,6,3,Thursday,0,0,13,Trayodashi (Shukla),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48359,2,4.1,1.5,3.5,3.72,19343,212779,LOW
2020-02-07,2020,2,7,4,Friday,0,0,14,Chaturdashi (Shukla),0,0,0,0,0,0,0,None,0,0,0,0,0,None,63084,13,9.9,2.6,5.4,4.0,25233,277569,MODERATE
2020-02-08,2020,2,8,5,Saturday,1,0,15,Pournami (Full Moon),0,1,0,0,0,0,0,None,0,0,0,0,0,None,80593,27,19.7,4.8,10.8,4.33,32237,354609,HIGH
2020-02-09,2020,2,9,6,Sunday,1,0,16,Pratipada (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,71024,19,13.5,3.4,7.4,4.15,28409,312505,MODERATE
2020-02-10,2020,2,10,0,Monday,0,0,17,Dwitiya (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,53380,6,5.9,1.9,3.5,3.81,21352,234872,LOW
2020-02-11,2020,2,11,1,Tuesday,0,0,18,Tritiya (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-12,2020,2,12,2,Wednesday,0,0,19,Chaturthi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-13,2020,2,13,3,Thursday,0,0,20,Panchami (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48797,2,4.3,1.6,3.5,3.73,19518,214706,LOW
2020-02-14,2020,2,14,4,Friday,0,0,21,Shasthi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,62359,13,9.5,2.5,5.2,3.98,24943,274379,MODERATE
2020-02-15,2020,2,15,5,Saturday,1,0,22,Saptami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,53789,6,6.0,1.9,3.5,3.82,21515,236671,LOW
2020-02-16,2020,2,16,6,Sunday,1,0,23,Ashtami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,54723,7,6.4,1.9,3.5,3.84,21889,240781,LOW
2020-02-17,2020,2,17,0,Monday,0,0,24,Navami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-18,2020,2,18,1,Tuesday,0,0,25,Dashami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-19,2020,2,19,2,Wednesday,0,0,26,Ekadashi (Krishna),1,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-20,2020,2,20,3,Thursday,0,0,27,Dwadashi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-21,2020,2,21,4,Friday,0,0,28,Trayodashi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48431,2,4.2,1.5,3.5,3.72,19372,213096,LOW
2020-02-22,2020,2,22,5,Saturday,1,0,29,Chaturdashi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,56561,8,7.0,2.1,3.9,3.87,22624,248868,LOW
2020-02-23,2020,2,23,6,Sunday,1,0,30,Amavasya (New Moon),0,0,1,0,0,0,0,None,0,1,0,0,0,None,52687,5,5.6,1.8,3.5,3.8,21074,231822,LOW
2020-02-24,2020,2,24,0,Monday,0,0,1,Pratipada (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-25,2020,2,25,1,Tuesday,0,0,2,Dwitiya (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-26,2020,2,26,2,Wednesday,0,0,3,Tritiya (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-27,2020,2,27,3,Thursday,0,0,4,Chaturthi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-02-28,2020,2,28,4,Friday,0,0,5,Panchami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48636,2,4.2,1.5,3.5,3.72,19454,213998,LOW
2020-02-29,2020,2,29,5,Saturday,1,0,6,Shasthi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,55080,7,6.5,2.0,3.6,3.85,22032,242352,LOW
2020-03-01,2020,3,1,6,Sunday,1,0,7,Saptami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,54426,7,6.2,1.9,3.5,3.83,21770,239474,LOW
2020-03-02,2020,3,2,0,Monday,0,0,8,Ashtami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-03,2020,3,3,1,Tuesday,0,0,9,Navami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-04,2020,3,4,2,Wednesday,0,0,10,Dashami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-05,2020,3,5,3,Thursday,0,0,11,Ekadashi (Shukla),1,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-06,2020,3,6,4,Friday,0,0,12,Dwadashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,49561,3,4.5,1.6,3.5,3.74,19824,218068,LOW
2020-03-07,2020,3,7,5,Saturday,1,0,13,Trayodashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,55220,7,6.5,2.0,3.6,3.85,22088,242968,LOW
2020-03-08,2020,3,8,6,Sunday,1,0,14,Chaturdashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,54479,7,6.3,1.9,3.5,3.84,21791,239707,LOW
2020-03-09,2020,3,9,0,Monday,0,0,15,Pournami (Full Moon),0,1,0,0,0,0,0,None,0,1,0,0,0,None,48737,2,4.3,1.5,3.5,3.73,19494,214442,LOW
2020-03-10,2020,3,10,1,Tuesday,0,0,16,Pratipada (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-11,2020,3,11,2,Wednesday,0,0,17,Dwitiya (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-12,2020,3,12,3,Thursday,0,0,18,Tritiya (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-13,2020,3,13,4,Friday,0,0,19,Chaturthi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48774,2,4.3,1.6,3.5,3.73,19509,214605,LOW
2020-03-14,2020,3,14,5,Saturday,1,0,20,Panchami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,57817,9,7.4,2.2,4.1,3.9,23126,254394,LOW
2020-03-15,2020,3,15,6,Sunday,1,0,21,Shasthi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,52606,5,5.6,1.8,3.5,3.8,21042,231466,LOW
2020-03-16,2020,3,16,0,Monday,0,0,22,Saptami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-17,2020,3,17,1,Tuesday,0,0,23,Ashtami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-18,2020,3,18,2,Wednesday,0,0,24,Navami (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-19,2020,3,19,3,Thursday,0,0,26,Ekadashi (Krishna),1,0,0,0,0,0,0,None,0,1,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-03-20,2020,3,20,4,Friday,0,0,27,Dwadashi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-21,2020,3,21,5,Saturday,1,0,28,Trayodashi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-22,2020,3,22,6,Sunday,1,0,29,Chaturdashi (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-23,2020,3,23,0,Monday,0,0,30,Amavasya (New Moon),0,0,1,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-24,2020,3,24,1,Tuesday,0,0,1,Pratipada (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-25,2020,3,25,2,Wednesday,0,0,2,Dwitiya (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-26,2020,3,26,3,Thursday,0,0,3,Tritiya (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-27,2020,3,27,4,Friday,0,0,4,Chaturthi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-28,2020,3,28,5,Saturday,1,0,5,Panchami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-29,2020,3,29,6,Sunday,1,0,6,Shasthi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-30,2020,3,30,0,Monday,0,0,7,Saptami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-03-31,2020,3,31,1,Tuesday,0,0,8,Ashtami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-01,2020,4,1,2,Wednesday,0,0,9,Navami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-02,2020,4,2,3,Thursday,0,0,10,Dashami (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-03,2020,4,3,4,Friday,0,0,11,Ekadashi (Shukla),1,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-04,2020,4,4,5,Saturday,1,0,12,Dwadashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-05,2020,4,5,6,Sunday,1,0,13,Trayodashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-06,2020,4,6,0,Monday,0,0,14,Chaturdashi (Shukla),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-07,2020,4,7,1,Tuesday,0,0,15,Pournami (Full Moon),0,1,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-08,2020,4,8,2,Wednesday,0,0,16,Pratipada (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-09,2020,4,9,3,Thursday,0,0,17,Dwitiya (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-10,2020,4,10,4,Friday,0,0,18,Tritiya (Krishna),0,0,0,0,0,0,0,None,0,1,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-11,2020,4,11,5,Saturday,1,0,19,Chaturthi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-12,2020,4,12,6,Sunday,1,0,20,Panchami (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-13,2020,4,13,0,Monday,0,0,21,Shasthi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-14,2020,4,14,1,Tuesday,0,0,22,Saptami (Krishna),0,0,0,0,0,0,0,None,0,0,0,1,1,Dr. B.R. Ambedkar Jayanti / Tamil New Year,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-15,2020,4,15,2,Wednesday,0,0,23,Ashtami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-16,2020,4,16,3,Thursday,0,0,24,Navami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-17,2020,4,17,4,Friday,0,0,25,Dashami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-18,2020,4,18,5,Saturday,1,0,26,Ekadashi (Krishna),1,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-19,2020,4,19,6,Sunday,1,0,27,Dwadashi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-20,2020,4,20,0,Monday,0,0,28,Trayodashi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-21,2020,4,21,1,Tuesday,0,0,29,Chaturdashi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-22,2020,4,22,2,Wednesday,0,0,30,Amavasya (New Moon),0,0,1,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-23,2020,4,23,3,Thursday,0,0,1,Pratipada (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-24,2020,4,24,4,Friday,0,0,2,Dwitiya (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-25,2020,4,25,5,Saturday,1,0,3,Tritiya (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-26,2020,4,26,6,Sunday,1,0,4,Chaturthi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-27,2020,4,27,0,Monday,0,0,5,Panchami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-28,2020,4,28,1,Tuesday,0,0,6,Shasthi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-29,2020,4,29,2,Wednesday,0,0,7,Saptami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-04-30,2020,4,30,3,Thursday,0,0,8,Ashtami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-01,2020,5,1,4,Friday,0,1,9,Navami (Shukla),0,0,0,0,0,0,0,None,0,0,1,1,1,May Day / Labour Day,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-02,2020,5,2,5,Saturday,1,1,10,Dashami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-03,2020,5,3,6,Sunday,1,1,11,Ekadashi (Shukla),1,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-04,2020,5,4,0,Monday,0,0,12,Dwadashi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-05,2020,5,5,1,Tuesday,0,0,13,Trayodashi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-06,2020,5,6,2,Wednesday,0,0,14,Chaturdashi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-07,2020,5,7,3,Thursday,0,0,15,Pournami (Full Moon),0,1,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-08,2020,5,8,4,Friday,0,0,16,Pratipada (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-09,2020,5,9,5,Saturday,1,0,17,Dwitiya (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-10,2020,5,10,6,Sunday,1,0,18,Tritiya (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-11,2020,5,11,0,Monday,0,0,19,Chaturthi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-12,2020,5,12,1,Tuesday,0,0,20,Panchami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-13,2020,5,13,2,Wednesday,0,0,21,Shasthi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-14,2020,5,14,3,Thursday,0,0,22,Saptami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-15,2020,5,15,4,Friday,0,0,23,Ashtami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-16,2020,5,16,5,Saturday,1,0,24,Navami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-17,2020,5,17,6,Sunday,1,0,25,Dashami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-18,2020,5,18,0,Monday,0,0,26,Ekadashi (Krishna),1,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-19,2020,5,19,1,Tuesday,0,0,27,Dwadashi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-20,2020,5,20,2,Wednesday,0,0,29,Chaturdashi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-21,2020,5,21,3,Thursday,0,0,30,Amavasya (New Moon),0,0,1,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-22,2020,5,22,4,Friday,0,0,1,Pratipada (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-23,2020,5,23,5,Saturday,1,0,2,Dwitiya (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-24,2020,5,24,6,Sunday,1,0,3,Tritiya (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-25,2020,5,25,0,Monday,0,0,4,Chaturthi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-26,2020,5,26,1,Tuesday,0,0,5,Panchami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-27,2020,5,27,2,Wednesday,0,0,6,Shasthi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-28,2020,5,28,3,Thursday,0,0,7,Saptami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-29,2020,5,29,4,Friday,0,0,8,Ashtami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-30,2020,5,30,5,Saturday,1,0,9,Navami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-05-31,2020,5,31,6,Sunday,1,0,10,Dashami (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-01,2020,6,1,0,Monday,0,0,11,Ekadashi (Shukla),1,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-02,2020,6,2,1,Tuesday,0,0,12,Dwadashi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-03,2020,6,3,2,Wednesday,0,0,13,Trayodashi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-04,2020,6,4,3,Thursday,0,0,14,Chaturdashi (Shukla),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-05,2020,6,5,4,Friday,0,0,15,Pournami (Full Moon),0,1,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-06,2020,6,6,5,Saturday,1,0,16,Pratipada (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-07,2020,6,7,6,Sunday,1,0,17,Dwitiya (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-08,2020,6,8,0,Monday,0,0,18,Tritiya (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-09,2020,6,9,1,Tuesday,0,0,19,Chaturthi (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-10,2020,6,10,2,Wednesday,0,0,20,Panchami (Krishna),0,0,0,0,0,0,0,None,0,0,1,0,0,None,0,0,0.0,0.0,0.0,0.0,0,0,LOW
2020-06-11,2020,6,11,3,Thursday,0,0,21,Shasthi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-12,2020,6,12,4,Friday,0,0,22,Saptami (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-13,2020,6,13,5,Saturday,1,0,23,Ashtami (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-14,2020,6,14,6,Sunday,1,0,24,Navami (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-15,2020,6,15,0,Monday,0,0,25,Dashami (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-16,2020,6,16,1,Tuesday,0,0,26,Ekadashi (Krishna),1,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-17,2020,6,17,2,Wednesday,0,0,27,Dwadashi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-18,2020,6,18,3,Thursday,0,0,28,Trayodashi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-19,2020,6,19,4,Friday,0,0,29,Chaturdashi (Krishna),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-20,2020,6,20,5,Saturday,1,0,30,Amavasya (New Moon),0,0,1,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-21,2020,6,21,6,Sunday,1,0,1,Pratipada (Shukla),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-22,2020,6,22,0,Monday,0,0,2,Dwitiya (Shukla),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-23,2020,6,23,1,Tuesday,0,0,3,Tritiya (Shukla),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-24,2020,6,24,2,Wednesday,0,0,4,Chaturthi (Shukla),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-25,2020,6,25,3,Thursday,0,0,5,Panchami (Shukla),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
2020-06-26,2020,6,26,4,Friday,0,0,6,Shasthi (Shukla),0,0,0,0,0,0,0,None,0,0,0,0,0,None,48000,2,4.0,1.5,3.5,3.71,19200,211200,LOW
